"","vote","party.id","class","ethnicity","gender","mobility","inequality","btry","immcult","immcrime","immecon","bviolent","bhard","wappr","wfavors","wcontrol","jobworry","econstate","econgood","econnext","econfin","econahead","anxiety","bv","racism","xphobia"
"213",0,"dem","middle","white","female",2,52,1,1,1,1,4,1,5,5,5,NA,2,2,3,3,3,NA,3,5,3
"214",0,"ind","don't know/refuse","white","male",2,27,4,1,1,1,4,5,5,4,5,1,2,2,4,1,3,5,3,12,3
"215",0,"ind","don't know/refuse","white","female",3,-8,4,3,4,2,4,2,1,3,3,2,3,3,2,2,4,8,3,9,9
"216",0,"dem","don't know/refuse","white","female",1,50,4,2,1,3,5,4,5,4,5,NA,3,2,5,4,2,NA,4,12,6
"217",1,"rep","don't know/refuse","white","female",2,38,5,2,3,3,3,3,3,4,5,NA,3,3,3,1,1,NA,2,10,8
"218",0,"dem","middle","nonwhite","female",1,24,2,1,1,2,5,1,4,5,5,2,3,3,3,3,2,7,4,7,4
"219",1,"rep","don't know/refuse","white","male",2,27,2,2,2,2,4,4,3,4,5,1,3,3,2,3,3,7,3,9,6
"220",0,"dem","don't know/refuse","white","male",2,52,1,1,1,1,4,1,5,4,5,NA,2,4,-2,4,4,NA,3,5,3
"221",1,"dem","don't know/refuse","white","male",2,41,3,3,4,2,4,4,3,5,3,NA,2,3,3,2,4,NA,3,10,9
"222",0,"rep","don't know/refuse","white","male",-6,-6,NA,NA,NA,NA,-6,NA,3,-6,3,NA,-6,2,3,NA,NA,NA,NA,NA,NA
"223",1,"ind","middle","white","female",2,13,5,2,4,2,3,2,3,4,3,NA,3,4,2,3,3,NA,2,9,8
"224",0,"ind","working","nonwhite","male",1,50,4,2,2,2,7,2,1,4,1,4,1,2,3,4,1,9,5,11,6
"225",1,NA,"don't know/refuse","white","male",2,50,2,1,3,1,4,5,2,-9,4,1,2,4,2,3,3,7,3,10,5
"226",1,"rep","middle","white","female",2,64,2,2,3,1,3,3,4,2,5,NA,3,1,3,1,2,NA,2,7,6
"227",1,"rep","middle","white","male",1,50,1,1,3,3,4,1,2,2,2,NA,4,3,4,1,3,NA,3,5,7
"228",0,"rep","don't know/refuse","white","female",-6,-6,NA,NA,NA,NA,-6,NA,1,-6,2,NA,-6,3,3,NA,NA,NA,NA,NA,NA
"229",0,"rep","don't know/refuse","white","male",2,41,5,5,5,5,6,5,2,2,1,NA,5,4,5,4,4,NA,5,15,15
"230",0,"ind","middle","white","male",2,32,4,3,3,4,4,3,2,3,3,1,2,4,2,2,4,7,3,10,10
"231",0,"ind","don't know/refuse","nonwhite","female",1,800,4,3,4,3,4,4,3,4,3,1,3,3,3,3,4,8,3,11,10
"232",0,"ind","upper","white","female",2,81,1,1,1,1,2,1,5,5,5,1,2,2,3,1,3,5,1,3,3
"233",0,"ind","don't know/refuse","white","female",-6,-6,NA,NA,NA,NA,-6,NA,5,-6,5,NA,-6,2,4,NA,NA,NA,NA,NA,NA
"234",0,"dem","working","nonwhite","female",2,50,5,1,1,1,6,1,4,3,4,1,3,2,3,2,3,6,5,11,3
"235",0,"rep","middle","white","male",2,32,5,4,3,4,5,5,3,4,2,1,4,2,2,2,3,6,4,14,11
"236",0,"ind","middle","white","female",2,80,2,1,3,2,5,2,4,4,5,1,3,3,3,2,1,4,4,8,6
"237",0,"rep","middle","white","female",-6,-6,NA,NA,NA,NA,-6,NA,5,-6,5,NA,-6,3,4,NA,NA,NA,NA,NA,NA
"238",1,"rep","don't know/refuse","white","female",2,41,5,4,5,4,4,4,5,3,5,NA,5,5,1,3,1,NA,3,12,13
"239",0,"rep","don't know/refuse","white","male",-6,-6,NA,NA,NA,NA,-6,NA,2,-6,3,NA,-6,5,-2,NA,NA,NA,NA,NA,NA
"240",1,"rep","middle","white","female",1,66,5,3,4,4,4,4,-9,5,-9,1,3,2,2,1,2,4,3,12,11
"241",1,"ind","working",NA,"female",2,7,4,1,3,4,4,2,2,5,2,1,2,4,3,2,3,6,3,9,8
"242",0,"dem","don't know/refuse","nonwhite","female",1,27,2,2,1,2,-5,1,-9,2,-9,NA,2,4,2,3,3,NA,NA,NA,5
"243",0,"rep","don't know/refuse","nonwhite","male",2,31,1,3,4,4,5,3,3,5,3,NA,4,4,3,3,4,NA,4,8,11
"244",0,"ind","don't know/refuse","nonwhite","male",2,80,3,1,1,1,4,4,2,4,4,NA,2,3,2,2,3,NA,3,10,3
"245",1,"ind","don't know/refuse","white",NA,2,7,5,4,2,1,5,4,-9,4,-9,1,3,4,2,2,3,6,4,13,7
"246",0,"rep","don't know/refuse","white","female",2,38,4,2,1,2,2,2,4,4,5,1,3,4,3,3,3,7,1,7,5
"247",0,"dem","working","nonwhite","male",3,27,3,2,2,2,1,4,3,4,3,1,3,3,1,2,3,6,1,8,6
"248",0,"rep","don't know/refuse","white","male",-6,-6,NA,NA,NA,NA,-6,NA,3,-6,5,2,-6,4,3,NA,NA,NA,NA,NA,NA
"249",0,"ind","working",NA,"male",3,69,1,1,1,1,2,1,5,5,5,1,3,4,4,3,3,7,1,3,3
"250",1,"rep","middle","white","male",2,27,3,2,2,1,4,4,3,4,2,2,4,4,3,3,1,6,3,10,5
"251",0,"dem","middle","nonwhite","female",1,-8,NA,NA,NA,NA,4,NA,4,5,4,NA,-8,2,2,1,4,NA,3,NA,NA
"252",0,"ind","don't know/refuse","nonwhite","female",-6,-6,NA,NA,NA,NA,-6,NA,2,-6,1,NA,-6,3,2,NA,NA,NA,NA,NA,NA
"253",0,"dem","don't know/refuse","nonwhite","male",2,41,2,1,1,2,3,2,5,5,5,1,1,2,4,2,3,6,2,6,4
"254",0,"ind","middle",NA,"female",-6,-6,NA,NA,NA,NA,-6,NA,2,-6,3,2,-6,3,4,NA,NA,NA,NA,NA,NA
"255",0,"ind","middle","white","female",1,7,5,3,4,2,6,3,4,4,4,1,2,2,4,2,4,7,5,13,9
"256",0,"ind","don't know/refuse","nonwhite","male",2,48,3,NA,1,2,4,3,3,4,2,2,3,2,3,4,2,8,3,9,NA
"257",0,"ind","don't know/refuse","white","male",-6,-6,NA,NA,NA,NA,-6,NA,2,-6,2,2,-6,2,3,NA,NA,NA,NA,NA,NA
"258",0,"dem","middle","nonwhite","female",1,27,2,1,1,2,3,1,2,5,3,1,2,1,2,1,3,5,2,5,4
"259",0,NA,"don't know/refuse",NA,"male",-6,-6,NA,NA,NA,NA,-6,NA,2,-6,3,1,-6,2,2,NA,NA,NA,NA,NA,NA
"260",0,"ind","don't know/refuse","nonwhite","male",2,24,5,1,1,2,-5,4,4,4,5,NA,2,3,4,3,3,NA,NA,NA,4
"261",0,"dem","working","white","female",3,7,1,1,1,1,4,1,5,5,5,1,2,2,2,1,3,5,3,5,3
"262",1,"dem","working","nonwhite","female",3,64,3,1,NA,4,4,1,4,3,4,NA,2,5,1,2,3,NA,3,7,NA
"263",0,NA,"middle","white","female",2,21,5,1,2,1,5,5,5,3,3,1,3,3,5,5,2,8,4,14,4
"264",1,"rep","middle","white","male",1,81,5,2,2,2,4,4,4,4,4,1,2,2,3,3,2,6,3,12,6
"265",0,"rep","middle","white","female",2,50,1,1,3,4,5,1,2,4,4,NA,3,3,3,1,3,NA,4,6,8
"266",1,"rep","middle","white","male",2,7,4,2,5,4,5,5,2,2,2,NA,5,4,2,2,3,NA,4,13,11
"267",0,"ind","don't know/refuse","white",NA,2,9,5,3,4,4,7,5,-9,3,-9,NA,3,5,4,4,4,NA,5,15,11
"268",1,"dem","don't know/refuse","white","male",2,81,4,4,3,4,4,4,2,4,2,2,3,3,2,3,3,8,3,11,11
"269",0,NA,"don't know/refuse","nonwhite","female",2,34,3,2,2,3,5,4,5,3,3,1,2,3,1,3,3,7,4,11,7
"270",0,"ind","don't know/refuse","white","female",2,-8,5,4,4,4,3,5,3,4,3,NA,5,5,4,5,4,NA,2,12,12
"271",0,"dem","working","nonwhite","female",2,26,4,3,2,1,5,3,1,3,2,1,2,4,2,2,3,6,4,11,6
"272",1,"dem","don't know/refuse","white","male",2,9,5,4,3,4,4,4,1,4,2,3,4,2,1,4,4,11,3,12,11
"273",1,"rep","middle","white","female",2,10,5,4,4,2,3,4,1,2,5,NA,4,4,-2,2,2,NA,2,11,10
"274",0,"dem","working","nonwhite","female",1,4,5,3,3,3,6,5,5,2,4,5,1,1,2,1,1,7,5,15,9
"275",0,"dem","don't know/refuse","white",NA,2,49,1,1,1,1,3,1,-9,5,-9,NA,1,3,-2,2,3,NA,2,4,3
"276",0,"dem","don't know/refuse","white","female",2,38,4,1,2,3,6,2,5,5,5,NA,4,3,2,3,4,NA,5,11,6
"277",1,"rep","don't know/refuse","white","female",3,7,5,3,3,4,4,4,4,4,2,NA,1,4,2,1,3,NA,3,12,10
"278",0,"rep","working",NA,"male",2,5,2,2,4,2,5,2,1,3,1,5,4,3,3,5,5,15,4,8,8
"279",0,"ind","don't know/refuse","white","female",2,27,3,2,3,2,4,3,4,4,5,NA,3,3,3,3,3,NA,3,9,7
"280",1,"rep","don't know/refuse","white","male",1,38,3,3,2,3,4,3,2,3,5,1,4,3,2,4,3,8,3,9,8
"281",0,"dem","working","nonwhite","female",1,32,1,1,2,2,4,2,3,5,5,2,1,2,1,4,3,9,3,6,5
"282",1,"rep","don't know/refuse","white","male",2,37,4,2,3,2,4,4,4,4,3,1,3,4,3,2,2,5,3,11,7
"283",1,"ind","middle","white","female",2,50,5,1,1,3,4,3,4,5,4,1,3,3,3,2,3,6,3,11,5
"284",1,"dem","lower","white","male",3,43,4,4,4,4,6,4,2,-8,2,NA,4,4,3,1,3,NA,5,13,12
"285",0,"dem","don't know/refuse","nonwhite","male",2,41,1,4,5,1,5,1,3,4,3,1,2,3,3,1,3,5,4,6,10
"286",0,"rep","middle","white","male",2,46,4,3,4,4,5,4,3,5,4,2,2,2,2,1,2,5,4,12,11
"287",0,"dem","middle","white","female",-6,-6,NA,NA,NA,NA,-6,NA,3,-6,3,NA,-6,3,2,NA,NA,NA,NA,NA,NA
"288",1,"rep","don't know/refuse","nonwhite","female",2,81,5,2,4,5,3,5,5,4,3,1,4,2,1,3,4,8,2,12,11
"289",0,"rep","don't know/refuse","white","female",-6,-6,NA,NA,NA,NA,-6,NA,3,-6,2,NA,-6,3,-2,NA,NA,NA,NA,NA,NA
"290",0,"ind","don't know/refuse","white","male",2,52,4,2,2,2,4,4,3,4,3,2,2,2,2,2,4,8,3,11,6
"291",1,"ind","don't know/refuse","white","female",2,48,5,4,2,4,6,3,3,-9,3,1,4,3,-2,5,4,10,5,13,10
"292",0,"dem","don't know/refuse","white","female",2,27,NA,4,2,4,1,3,3,4,3,NA,2,3,3,1,3,NA,1,NA,10
"293",0,"dem","don't know/refuse","nonwhite","female",2,34,4,4,4,2,4,3,3,4,3,2,2,2,2,2,3,7,3,10,10
"294",0,"dem","working","nonwhite","female",3,27,3,2,2,3,2,2,4,3,4,1,2,5,1,5,4,10,1,6,7
"295",0,"ind","don't know/refuse","white","male",1,64,1,1,2,2,6,1,4,4,2,1,2,2,4,2,3,6,5,7,5
"296",0,"rep","middle","white","male",3,41,5,4,4,4,4,5,3,4,3,1,5,4,3,1,2,4,3,13,12
"297",0,"rep","don't know/refuse","nonwhite","male",3,13,4,2,3,2,5,5,3,3,3,1,3,4,5,1,2,4,4,13,7
"298",0,"dem","working","white","male",2,32,1,1,1,2,5,4,4,5,3,1,3,3,3,3,3,7,4,9,4
"299",0,"ind","middle","nonwhite","male",2,4,4,4,1,2,5,5,2,4,2,5,3,3,1,4,2,11,4,13,7
"300",0,"dem","middle","white","male",3,48,4,1,1,2,1,2,2,4,2,1,1,2,2,2,1,4,1,7,4
"301",1,"ind","working","white","male",2,38,4,1,3,2,3,2,2,4,3,4,3,2,5,3,1,8,2,8,6
"302",1,"rep","middle","nonwhite","female",3,5,5,4,4,4,3,4,2,4,3,NA,4,4,3,5,3,NA,2,11,12
"303",0,"ind","middle","nonwhite","male",2,27,3,2,3,1,3,5,4,3,1,NA,3,2,1,2,2,NA,2,10,6
"304",0,NA,"working","white","male",2,38,4,2,4,3,5,3,3,4,3,1,3,3,3,1,3,5,4,11,9
"305",0,"ind","middle","nonwhite","female",2,41,5,1,1,2,4,5,2,2,2,1,1,4,1,2,4,7,3,13,4
"306",0,"rep","don't know/refuse","white","female",-6,-6,NA,NA,NA,NA,-6,NA,4,-6,4,2,-6,4,3,NA,NA,NA,NA,NA,NA
"307",0,"ind","working","white","male",2,38,3,2,4,4,5,2,2,4,4,2,4,5,3,2,4,8,4,9,10
"308",0,"rep","working","white","female",2,81,3,2,4,4,4,4,4,4,3,1,3,4,3,2,4,7,3,10,10
"309",0,"ind","don't know/refuse",NA,"male",2,47,4,2,4,4,5,4,3,3,2,NA,2,3,2,3,3,NA,4,12,10
"310",1,"rep","don't know/refuse","white","female",2,13,4,2,4,2,5,5,1,4,2,4,4,4,5,5,4,13,4,13,8
"311",0,"dem","upper","nonwhite","female",2,-8,3,3,3,3,4,3,1,3,1,NA,3,3,2,2,4,NA,3,9,9
"312",0,"ind","don't know/refuse","white","male",2,7,4,3,5,4,3,3,4,4,2,NA,4,4,3,3,4,NA,2,9,12
"313",0,"rep","don't know/refuse","white","male",-6,-6,NA,NA,NA,NA,-6,NA,3,-6,3,1,-6,2,2,NA,NA,NA,NA,NA,NA
"314",0,"rep","don't know/refuse","white","female",2,5,5,3,4,2,7,4,3,3,3,NA,5,4,2,3,4,NA,5,14,9
"315",0,"dem","working","nonwhite","male",-6,-6,NA,NA,NA,NA,-6,NA,2,-6,4,1,-6,3,3,NA,NA,NA,NA,NA,NA
"316",1,"rep","middle","nonwhite",NA,2,7,5,4,2,3,5,5,3,4,3,1,3,4,4,1,3,5,4,14,9
"317",0,"rep","don't know/refuse","white","female",3,80,3,1,1,2,4,3,3,4,3,1,3,3,3,2,3,6,3,9,4
"318",1,"rep","working","nonwhite","female",2,31,5,2,3,2,2,4,2,4,3,1,4,5,2,2,4,7,1,10,7
"319",0,"dem","middle","white","female",2,32,3,1,1,1,4,1,4,4,5,1,2,3,4,2,4,7,3,7,3
"320",0,"ind","don't know/refuse","nonwhite","male",-6,-6,NA,NA,NA,NA,-6,NA,2,-6,2,4,-6,2,3,NA,NA,NA,NA,NA,NA
"321",0,"ind","middle","white","female",2,32,5,3,3,3,5,1,5,5,5,3,3,4,3,5,4,12,4,10,9
"322",0,"dem","don't know/refuse","white","female",2,64,5,1,4,3,-9,5,5,5,5,4,-9,4,3,5,4,13,NA,NA,8
"323",0,"ind","don't know/refuse","white","male",1,50,5,2,3,2,5,3,2,4,3,1,2,3,4,1,4,6,4,12,7
"324",0,"ind","middle","nonwhite","male",3,81,1,1,1,1,4,1,4,5,4,2,2,2,3,3,1,6,3,5,3
"325",0,NA,"don't know/refuse","white","female",2,32,2,1,1,1,3,1,3,4,5,2,2,2,3,2,3,7,2,5,3
"326",0,"rep","middle","white","male",2,24,4,2,2,2,2,4,4,5,5,1,3,2,3,1,3,5,1,9,6
"327",1,"rep","middle","nonwhite","male",2,64,4,2,NA,3,3,4,3,2,2,NA,4,4,2,2,3,NA,2,10,NA
"328",1,"ind","working","white","female",2,81,5,4,4,4,6,4,4,2,1,1,3,5,3,4,4,9,5,14,12
"329",1,"ind","working","white","male",2,38,4,2,2,2,5,2,2,5,2,4,3,4,2,2,3,9,4,10,6
"330",0,"ind","don't know/refuse","nonwhite","male",1,17,2,1,1,2,3,2,5,4,5,3,2,2,3,3,3,9,2,6,4
"331",0,NA,"working","white","female",-6,-6,NA,NA,NA,NA,-6,NA,4,-6,2,2,-6,4,4,NA,NA,NA,NA,NA,NA
"332",1,"rep","don't know/refuse","white","male",2,24,4,2,3,5,2,4,2,4,3,1,3,4,3,4,4,9,1,9,10
"333",0,"dem","lower","nonwhite","female",3,32,4,3,3,3,-5,4,1,5,4,NA,3,3,3,4,2,NA,NA,NA,9
"334",0,"dem","working","nonwhite","female",3,24,5,1,1,NA,-9,NA,4,5,4,5,3,4,1,5,4,14,NA,NA,NA
"335",0,"dem","middle","nonwhite","female",3,27,4,3,2,2,-5,5,1,2,1,1,2,2,3,2,1,4,NA,NA,7
"336",0,"dem","lower","white","male",2,52,2,2,3,1,4,2,5,2,5,NA,3,2,3,4,4,NA,3,7,6
"337",0,NA,"middle","white","female",1,69,3,2,2,NA,4,4,4,5,4,1,-9,3,3,1,NA,NA,3,10,NA
"338",0,"ind","don't know/refuse","white","female",2,64,2,1,1,2,4,1,5,5,5,NA,3,3,3,2,3,NA,3,6,4
"339",0,"rep","don't know/refuse","nonwhite","female",2,47,4,3,5,3,5,5,-9,3,-9,NA,4,5,4,4,4,NA,4,13,11
"340",0,"ind","don't know/refuse","nonwhite","male",2,50,1,2,3,2,5,1,5,3,4,4,3,5,3,3,3,10,4,6,7
"341",0,"ind","don't know/refuse","nonwhite","male",1,41,2,3,3,3,2,2,3,4,3,1,1,1,4,1,1,3,1,5,9
"342",0,"ind","working","nonwhite","female",-6,-6,NA,NA,NA,NA,-6,NA,5,-6,5,1,-6,3,3,NA,NA,NA,NA,NA,NA
"343",0,NA,"don't know/refuse","white","male",2,49,3,2,3,3,7,1,4,5,2,1,3,5,5,3,5,9,5,9,8
"344",0,"dem","don't know/refuse","white","female",2,47,2,1,1,2,2,2,5,5,3,2,3,3,3,3,3,8,1,5,4
"345",1,"rep","lower","white","female",2,27,5,5,5,5,4,5,2,2,1,NA,3,5,-2,5,5,NA,3,13,15
"346",1,"rep","don't know/refuse","white","female",2,41,5,3,5,3,6,4,4,2,5,2,4,4,5,3,1,6,5,14,11
"347",0,"dem","lower","white","female",-6,-6,NA,NA,NA,NA,-6,NA,3,-6,3,NA,-6,3,3,NA,NA,NA,NA,NA,NA
"348",1,"rep","don't know/refuse","white","male",-8,27,5,4,3,2,2,4,1,5,5,NA,3,4,3,1,3,NA,1,10,9
"349",0,"ind","middle","nonwhite","female",2,48,4,2,3,NA,2,3,2,4,3,NA,2,4,2,2,1,NA,1,8,NA
"350",0,"ind","upper","white","female",1,26,1,1,1,2,4,1,5,5,3,1,2,1,3,1,1,3,3,5,4
"351",0,"dem","middle","white","male",2,41,5,2,1,2,7,5,4,2,4,NA,4,3,3,1,1,NA,5,15,5
"352",1,"ind","middle","white","male",1,40,5,1,1,1,2,4,5,3,4,2,2,2,4,1,2,5,1,10,3
"353",0,"dem","don't know/refuse","white","male",-6,-6,NA,NA,NA,NA,-6,NA,5,-6,5,1,-6,2,3,NA,NA,NA,NA,NA,NA
"354",0,"dem","don't know/refuse",NA,"female",3,81,4,2,2,2,4,2,3,4,3,1,3,4,4,2,2,5,3,9,6
"355",0,"rep","don't know/refuse","white","female",2,50,4,2,4,4,3,2,5,-8,5,NA,4,2,4,1,3,NA,2,8,10
"356",1,"rep","don't know/refuse","white","male",2,50,4,4,4,4,5,4,3,2,3,1,3,4,3,2,1,4,4,12,12
"357",0,"rep","don't know/refuse","white","male",-6,-6,NA,NA,NA,NA,-6,NA,5,-6,5,1,-6,4,2,NA,NA,NA,NA,NA,NA
"358",0,"rep","lower","white","female",3,5,3,1,3,2,4,4,4,5,2,NA,2,4,3,5,3,NA,3,10,6
"359",0,"dem","middle","white","male",3,48,4,2,2,3,3,3,5,4,5,1,2,2,2,3,1,5,2,9,7
"360",1,"rep","middle","white","female",2,38,4,NA,NA,3,2,2,5,5,5,NA,3,3,2,1,3,NA,1,7,NA
"361",0,"dem","working","white","male",2,52,1,1,1,2,5,1,5,5,5,1,3,4,3,3,4,8,4,6,4
"362",0,"dem","don't know/refuse","nonwhite","female",-6,-6,NA,NA,NA,NA,-6,NA,4,-6,4,1,-6,2,2,NA,NA,NA,NA,NA,NA
"363",1,"ind","don't know/refuse","white","male",3,13,4,3,3,2,2,4,2,4,2,NA,2,3,3,2,2,NA,1,9,8
"364",0,"dem","middle","white","female",2,17,1,1,1,2,5,2,5,5,5,NA,2,4,3,4,4,NA,4,7,4
"365",0,NA,"middle","white","female",-6,-6,NA,NA,NA,NA,-6,NA,2,-6,3,NA,-6,4,4,NA,NA,NA,NA,NA,NA
"366",0,NA,"don't know/refuse","white","female",3,78,1,2,4,4,4,3,2,2,2,NA,4,3,-2,1,3,NA,3,7,10
"367",0,"ind","working","white","female",2,50,2,2,2,3,4,1,5,5,4,2,2,3,4,4,4,10,3,6,7
"368",0,NA,"middle","nonwhite","male",1,26,2,2,2,4,6,4,2,5,4,NA,2,3,2,3,2,NA,5,11,8
"369",0,"dem","middle","white","male",2,81,4,2,2,2,2,2,2,4,3,NA,2,3,3,2,4,NA,1,7,6
"370",0,"dem","don't know/refuse","nonwhite","female",1,24,2,2,2,2,5,2,5,5,5,4,1,2,3,3,2,9,4,8,6
"371",1,"rep","don't know/refuse","white","male",2,13,5,2,4,1,4,4,1,2,2,1,2,3,5,1,1,3,3,12,7
"372",0,"dem","middle","nonwhite","female",2,27,2,1,1,1,4,4,5,5,2,2,3,3,3,2,3,7,3,9,3
"373",0,"dem","don't know/refuse","white","female",3,50,4,4,4,5,4,4,2,2,3,NA,2,2,3,5,4,NA,3,11,13
"374",1,"rep","middle","white","male",2,27,5,3,4,2,3,2,4,5,3,3,3,4,2,2,3,8,2,9,9
"375",0,"dem","middle","nonwhite","male",3,33,3,4,2,1,7,4,3,3,3,NA,1,1,3,2,4,NA,5,12,7
"376",0,"dem","don't know/refuse","nonwhite","male",2,26,3,1,3,1,6,4,1,1,3,5,2,3,3,4,2,11,5,12,5
"377",0,NA,"middle","white","female",2,34,1,1,1,2,3,1,4,5,5,1,1,2,2,1,3,5,2,4,4
"378",1,"rep","working","white","male",-8,41,4,3,4,4,6,4,4,4,3,1,4,4,4,2,2,5,5,13,11
"379",0,"ind","middle","white","male",2,78,2,1,1,1,4,1,5,5,5,1,1,2,3,3,3,7,3,6,3
"380",1,"ind","working","white","male",3,27,5,4,4,2,3,5,2,2,4,2,4,5,4,3,2,7,2,12,10
"381",0,"dem","don't know/refuse","nonwhite","female",1,80,2,3,3,4,4,2,4,5,2,3,2,2,4,2,3,8,3,7,10
"382",0,"rep","don't know/refuse","white","male",2,50,3,2,3,3,4,4,4,4,5,1,3,4,3,1,1,3,3,10,8
"383",0,"dem","working","white",NA,1,-8,5,3,4,4,6,4,-9,3,-9,1,2,4,4,3,2,6,5,14,11
"384",0,"dem","don't know/refuse","white","male",2,32,4,2,3,2,4,3,3,3,3,NA,2,3,3,1,3,NA,3,10,7
"385",1,"rep","don't know/refuse","white","male",2,46,4,3,4,2,1,4,3,3,4,1,3,2,3,2,3,6,1,9,9
"386",0,"dem","working","nonwhite","female",1,47,2,2,5,5,1,1,2,3,3,1,2,2,3,5,1,7,1,4,12
"387",0,"ind","upper","white","female",2,32,2,2,2,2,4,2,4,4,4,2,2,3,3,3,4,9,3,7,6
"388",0,"ind","don't know/refuse","white","male",2,27,5,1,3,2,4,2,5,4,5,4,3,4,3,3,4,11,3,10,6
"389",1,"rep","middle","white","female",3,7,4,2,2,4,4,4,3,4,3,2,3,3,3,3,2,7,3,11,8
"390",0,"ind","don't know/refuse","white","male",2,50,4,1,2,2,4,4,3,4,4,1,2,2,2,2,3,6,3,11,5
"391",1,"ind","don't know/refuse","nonwhite","male",3,37,5,2,4,3,6,4,3,4,3,2,3,4,4,2,3,7,5,14,9
"392",1,"rep","working","white","female",2,50,4,1,3,1,4,3,3,4,1,1,3,5,1,1,1,3,3,10,5
"393",1,"rep","middle","white",NA,2,32,5,5,5,2,5,5,2,3,3,NA,2,5,3,1,3,NA,4,14,12
"394",0,"ind","working","nonwhite","female",2,24,3,3,3,3,4,3,3,3,3,5,2,5,4,5,4,14,3,9,9
"395",0,"dem","middle","nonwhite","female",1,50,2,2,2,2,3,2,5,5,5,1,2,2,2,3,3,7,2,6,6
"396",1,"rep","don't know/refuse","white","female",2,27,5,2,4,3,6,3,3,5,3,NA,4,5,2,2,3,NA,5,13,9
"397",0,"dem","middle",NA,"female",1,48,1,NA,NA,NA,4,1,2,4,5,NA,3,2,-2,5,3,NA,3,5,NA
"398",1,"rep","don't know/refuse","white","male",2,81,5,1,1,2,4,5,5,2,5,1,3,4,4,1,3,5,3,13,4
"399",1,"ind","working","white","female",2,33,4,3,4,3,5,4,-9,4,-9,NA,3,3,3,4,3,NA,4,12,10
"400",1,"rep","middle","white","male",-8,5,5,4,3,5,6,5,3,4,3,1,4,4,2,1,3,5,5,15,12
"401",1,"ind","don't know/refuse","white","female",2,41,5,4,4,4,3,5,5,4,3,NA,4,4,3,3,3,NA,2,12,12
"402",0,"dem","don't know/refuse","nonwhite","female",1,26,4,1,1,1,5,3,5,5,5,NA,2,2,-2,2,4,NA,4,11,3
"403",0,"dem","don't know/refuse","nonwhite","female",2,20,3,1,1,1,3,3,3,5,5,1,3,3,-2,5,4,10,2,8,3
"404",1,"rep","don't know/refuse","white","male",2,27,5,2,4,4,6,3,4,4,2,1,2,5,1,1,1,3,5,13,10
"405",1,"ind","don't know/refuse","white","male",2,81,4,4,4,2,3,4,3,4,4,1,4,3,3,3,2,6,2,10,10
"406",0,"dem","working","white","female",2,63,3,2,2,3,4,1,5,4,5,1,2,2,4,1,3,5,3,7,7
"407",0,"dem","don't know/refuse","nonwhite","male",3,27,4,1,2,1,4,5,2,5,1,1,3,2,1,1,4,6,3,12,4
"408",0,"ind","don't know/refuse","nonwhite","male",3,38,4,2,2,2,6,4,3,4,4,1,2,2,2,1,2,4,5,13,6
"409",1,"ind","don't know/refuse","white","male",2,81,5,2,3,2,4,5,5,5,5,1,2,3,3,2,3,6,3,13,7
"410",0,"ind","don't know/refuse","white","female",3,75,2,1,1,2,4,3,4,4,5,2,2,3,2,3,4,9,3,8,4
"411",0,"ind","lower","nonwhite","male",1,32,4,3,2,1,5,4,3,2,2,3,3,3,3,3,1,7,4,12,6
"412",0,"ind","don't know/refuse","white","female",1,80,5,2,3,2,4,2,5,5,5,1,2,3,3,1,2,4,3,10,7
"413",1,"rep","don't know/refuse","white","female",2,27,5,2,4,4,4,4,2,4,2,NA,4,4,-2,3,4,NA,3,12,10
"414",0,"rep","working","white","male",2,50,5,5,5,2,3,5,2,2,3,NA,4,4,-2,2,3,NA,2,12,12
"415",0,"dem","don't know/refuse","white","male",2,48,5,3,4,3,3,3,3,4,3,NA,2,3,3,2,4,NA,2,10,10
"416",0,"dem","don't know/refuse","nonwhite","female",-6,-6,NA,NA,NA,NA,-6,NA,4,-6,5,3,-6,3,3,NA,NA,NA,NA,NA,NA
"417",0,"ind","lower",NA,"male",2,27,5,2,2,2,2,1,2,3,2,NA,4,2,2,4,3,NA,1,7,6
"418",0,"dem","middle","nonwhite","male",2,41,5,5,2,1,5,4,2,4,2,1,3,3,3,4,2,7,4,13,8
"419",1,"ind","middle","nonwhite","female",2,38,5,1,2,3,5,4,3,3,3,1,5,4,3,2,3,6,4,13,6
"420",0,"dem","lower","white","male",2,38,3,3,3,3,3,3,3,4,3,NA,3,5,4,1,4,NA,2,8,9
"421",0,"ind","don't know/refuse","nonwhite","female",1,50,4,1,2,1,5,4,2,3,2,NA,4,5,3,2,4,NA,4,12,4
"422",0,"rep","middle","white","male",2,4,5,4,2,3,7,5,2,2,3,NA,3,3,2,3,5,NA,5,15,9
"423",0,"dem","don't know/refuse","white","female",1,24,2,1,1,2,-9,4,3,5,3,1,1,4,2,5,2,8,NA,NA,4
"424",0,"rep","middle","white","female",-6,-6,NA,NA,NA,NA,-6,NA,-9,-6,-9,NA,-6,5,4,NA,NA,NA,NA,NA,NA
"425",0,"dem","middle","white","female",2,50,5,1,1,3,2,1,3,5,4,1,4,4,3,3,4,8,1,7,5
"426",0,"ind","working","white","female",-6,-6,NA,NA,NA,NA,-6,NA,5,-6,5,1,-6,3,2,NA,NA,NA,NA,NA,NA
"427",1,"dem","working","white","female",2,81,5,4,4,5,6,5,5,2,5,1,4,4,5,1,1,3,5,15,13
